GENE	Rhtseq	Ihtseq	Rcuff	Icuff	Rmlwl	Imlwl	Rgy	Igy	Ryn	Iyn	Rmyn	Imyn	Rma	Ima
BMP2K-1	7	2	4.28924	3.45908	1.15647	0.632302	1.2488	0.664996	1.08117	0.690327	0.953477	0.710849	1.07044	0.639304
BMP3-1	0	0	0.199346	0.18454	0.464976	NA	0.527167	NA	0.689083	NA	0.688711	NA	0.521215	NA
BMP4-1	9	1	2.78166	2.33386	NA	NA	50	50	NA	NA	NA	NA	50	50
BMP5-1	0	1	0.57785	0.656407	1.25507	0.182171	3.04023	0.15899	1.87691	0.156529	1.87686	0.156521	3.09243	0.131768
BMP6-1	2458	2323	4.16823	4.72649	4.05666	NA	4.2613	50	4.25366	NA	3.80003	NA	4.18	50
BMP7-1	3	0	1.65203	0.427152	0.753722	1.15069	0.985372	1.24395	0.963313	1.22698	1.03815	1.3383	1.00562	1.23608
BMP8B-1	17	20	0	0	NA	0.0797809	NA	0.205395	NA	0.195442	NA	0.194286	NA	0.193944
BMPER-1	0	2	0.669327	0.541553	0.809746	0.691846	0.818476	0.68304	0.821843	0.674939	0.821018	0.757689	0.802	0.705484
BMPR1A-1	0	0	3.06585	3.76153	0.680041	1.00081	0.652353	1.09734	0.566772	1.13792	0.574374	1.04298	0.603344	1.01
BMPR1B-1	2	3	0.4918	0.491546	0.542777	0.357049	0.649284	0.39253	0.601179	0.448901	0.594212	0.488426	0.664756	0.373923
BMPR2-1	12	9	12.0348	11.374	1.84555	NA	1.99768	50	2.0578	NA	2.29717	NA	1.97545	50
BMS1-1	22	10	7.819	6.381	0.589463	0.510626	0.492915	0.44339	0.523531	0.412104	0.660399	0.494651	0.714596	0.533804
BMX-1	0	0	0.00381944	0	NA	-nan	0.001	-nan	NA	-nan	NA	-nan	NA	-nan
BNC1-1	2	1	0.0100876	0.00154658	NA	NA	50	NA	NA	NA	NA	NA	49.7256	NA
BNC2-1	5	7	0.379926	0.268635	0.672959	0.344019	0.699274	0.315915	0.633346	0.33861	0.635466	0.30235	0.672831	0.302809
BNIP1-1	0	0	3.16819	3.31164	4.18507	0.245001	50	0.514117	NA	0.354651	NA	0.353912	49.1954	0.512955
BNIP2-1	66	42	13.4875	7.05603	1.37542	2.32062	1.51712	2.95601	1.4136	2.58951	1.45969	2.46138	1.48751	2.78369
BNIP3-1	8	16	48.1127	49.339	0.369941	0.403364	0.370015	0.403217	0.331607	0.356512	0.28405	0.380225	0.356497	0.394821
BNIP3L-1	6	4	6.19751	6.05991	NA	NA	50	NA	NA	NA	NA	NA	50	NA
BOC-1	6	0			0.632529	1.17519	0.752384	1.71411	0.772996	1.6542	0.765871	1.47828	0.748009	1.66618
BOD1-1	2	2	7.4956	7.74398	1.87407	1.52038	2.06546	1.70171	2.15216	1.68657	1.69362	1.68161	1.85823	1.51313
BOD1L-1	24	8	3.39949	3.2528	0.848282	0.900822	0.734408	0.860859	0.825935	0.837353	0.855076	0.845877	0.780598	0.865464
BOK-1	2	0	1.38616	2.02542	0.523395	0.485133	0.680292	1.04867	0.558669	0.796078	0.556087	0.796137	0.666927	1.04749
BOLL-1	3	0	3.33052	3.62436	1.25964	1.13336	1.24109	1.23987	1.2989	1.16364	1.16035	1.05995	1.22402	1.2396
BOP1-1	485	235	18.9813	38.3975	0.422463	1.32696	0.489966	1.40364	0.511403	1.55665	0.513014	1.66997	0.476686	1.47782
BORA-1	1	2	0.231826	0.521754	0.815061	1.10003	0.713649	1.15556	0.843592	1.08318	0.799251	1.04612	0.739552	0.984956
BPGM-1	149	54	348.356	467.932	0.967703	0.786788	1.23685	1.05167	1.15105	0.974604	1.2392	1.02417	1.24045	1.04401
BPHL-1	5863	3107	0	4.01081	0.496657	0.642764	0.451178	0.630689	0.536086	0.732343	0.533182	0.704706	0.41569	0.616951
BPI-1	2	0	4.48963	2.0589	0.900716	1.24801	1.07478	1.5438	1.05414	1.61628	1.12241	1.60629	1.05896	1.7919
BPIFB4-1	0	0	0.00489832	0	NA	-nan	50	-nan	NA	-nan	NA	-nan	50	-nan
BPIFB7-1	0	0	0.0185038	0.0318946	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA
BPIFB8-1	1	0	0.00367014	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
BPIFCA-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
BPIFCB-1	0	0	0.00919366	0	0	-nan	0.001	-nan	-0	-nan	-0	-nan	0.001	-nan
BPIL3-1	0	1	0.00524481	0	0	NA	0.001	NA	-0	NA	-0	-nan	0.001	NA
BPNT1-1	6	9	3.25162	4.14828	0.334922	0.428088	0.269134	0.351482	0.30292	0.357067	0.256533	0.28708	0.224651	0.310946
BPTF-1	8	4	3.15399	2.91836	0.817052	1.01226	0.818872	1.09042	0.835853	1.04451	0.916285	1.18037	0.836114	1.01499
BRAF-1	4	0	2.72869	2.36198	NA	1.31209	50	1.44111	NA	1.26527	NA	1.25389	49.8985	1.63173
BRAP-1	69726	78770	6.63069	6.52963	0.316524	0.924855	0.279563	1.13443	0.340069	1.07777	0.323514	1.02888	0.274548	0.998997
BRAT1-1	9	7	1.75082	2.16953	0.745371	0.54428	0.735599	0.543164	0.683313	0.557665	0.685849	0.517294	0.635725	0.510667
BRCA1-1	4	6	0.358363	0.485428	NA	NA	50	NA	NA	NA	NA	NA	50	NA
BRCA2-1	114	108	0.706896	0.835185	0.999467	5.4907	1.24162	8.22102	1.31444	12.0032	1.18597	11.0461	1.28155	7.45978
BRCC3-1	13	4	6.30148	5.47843	NA	1.23288	50	1.53295	NA	1.54441	NA	1.79633	50	1.51964
BRD1-1	4	1	3.66105	2.39193	0.727297	0.835098	0.715869	0.799553	0.787887	0.874859	0.724561	0.801216	0.657483	0.749184
BRD2-1	118	47	38.1185	45.3999	0.57046	0.161744	0.66299	0.411983	0.688883	0.312259	0.626297	0.312365	0.620325	0.417052
BRD3-1	40	41	3.76934	4.29891	1.07842	0.638813	1.15176	0.992186	1.1129	0.86779	1.04759	0.762629	1.05371	0.982617
BRD4-1	3561	2869	8.87742	8.51117	NA	0	50	0.001	NA	-0	NA	-0	50	0.001
BRD7-1	73	40	42.8	41.4952	4.1354	0.754694	4.40409	0.806873	3.92553	0.717037	3.65963	0.743509	4.98614	0.808075
BRD8-1	16	2	6.58542	7.09182	0.7708	0.441798	0.830384	0.521547	0.820199	0.355174	0.710895	0.354988	0.652514	0.527776
BRD9-1	13	0	2.31994		0.172016	0.672965	0.380076	0.636816	0.254342	0.551908	0.254275	0.446102	0.402947	0.458994
BRDT-1	1	0	0.00205785	0	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA
BRE-1	4	4	18.3438	20.2115	0.723909	0.728075	0.696996	0.787358	0.617477	0.886377	0.597826	0.833878	0.674586	0.744808
BRF1-1	2132	2133	2.724	3.49887	0.789778	0.781563	0.824966	0.883438	0.857918	0.865251	0.842337	0.856281	0.804785	0.870475
BRF2-1	61	38	0.453409	0.585947	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BRI3BP-1	2	2	5.8141	6.35607	NA	0.452542	0.001	1.08576	NA	0.719442	NA	0.719415	NA	1.01498
BRIP1-1	0	0	0.311522	0.320665	1.04033	1.50903	1.03781	1.53132	0.707695	1.53576	0.707069	1.26754	1.00581	1.49454
BRIX1-1	0	2	13.6435	16.6579	1.31261	2.10056	1.31014	1.95684	1.22037	1.7768	1.27259	2.04017	1.29118	2.03742
BRMS1L-1	6	2	5.54696	7.65955	0.834794	0.962238	0.840077	0.96812	0.874398	1.02687	1.02361	1.0663	0.858103	0.966357
BROX-1	1	0	2.49863	3.27724	0.93384	1.88712	1.09348	2.02027	1.0484	2.32825	1.11434	1.86879	1.0878	1.85344
BRP44-1	80	88	0	0	0.762257	1.28455	0.840768	2.03086	0.900117	1.79341	0.775155	1.67726	0.756685	1.96326
BRP44L-1	10	5	49.5664	59.8736	0.835618	0.647779	0.830223	0.648173	0.798444	0.615765	0.803234	0.622474	0.836039	0.668024
BRPF1-1	16	2	1.9913		0.576857	0.216425	9.73639	0.762969	2.04907	0.550291	2.04883	0.549844	5.64779	0.771366
BRPF3-1	0	5	4.22303	5.04971	NA	NA	50	50	NA	NA	NA	NA	48.1804	50
BRS3-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
BRSK2-1	1	0	0.738051	0.608597	0.22469	1.09066	0.765864	1.21378	0.498092	1.11744	0.498032	0.986714	0.802391	1.17773
BRUNOL5-1	11	2	0.234129	0.101705	0.980055	0.290004	1.03181	0.521661	0.95276	0.404539	0.886613	0.401838	0.930422	0.349244
BRUNOL6-1	0	0	0.542537	0.290072	1.11087	NA	2.02971	50	1.69433	NA	1.6935	NA	2.05424	50
BRWD1-1	14	9	5.63104	3.51797	1.84207	0.569102	2.60814	0.580189	2.4542	0.554138	2.31327	0.607485	2.54042	0.586822
BRWD3-1	6	4			1.51459	0.733268	2.34003	0.762072	2.2412	0.798422	1.88648	0.849562	2.26375	0.757073
BSDC1-1	6	1	5.74818	5.98782	0	0.937887	0.001	1.01462	-0	0.988361	-0	0.903972	0.001	0.951558
BSG-1	95	29	96.3213	76.3062	0.333701	0.400975	0.371911	0.4208	0.375291	0.394691	0.363953	0.349309	0.369525	0.41426
BSN-1	8	12	0.0654844	0.049787	0.355695	0.146842	0.270571	0.213944	0.351354	0.176688	0.333247	0.176619	0.304614	0.211444
BSPRY-1	0	0	0.0244713	0.0151755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BST1-1	2	4	1.3228	1.208	0.858618	1.87888	1.08735	2.25056	1.01837	2.12764	1.07221	2.444	1.03619	2.38592
BSX-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
BTAF1-1	5	3	8.75247	13.4707	0.673033	NA	0.653113	50	0.56453	NA	0.565491	NA	0.603143	50
BTBD1-1	66	71	67.1225		0.781804	0.902775	0.937348	0.941643	0.804062	0.93556	0.864769	1.04767	0.883807	0.948485
BTBD10-1	7	7	10.1966	9.41566	NA	0.586107	50	0.598786	NA	0.603023	NA	0.647634	49.8619	0.550235
BTBD11-1	0	0	0.284162	0.157103	1.38389	NA	3.30548	50	2.06059	NA	2.06056	NA	3.33096	50
BTBD17-1	0	0	0	0.00745068	NA	NA	50	NA	NA	NA	NA	NA	50	NA
BTBD18-1	10	2	0	0	0	-nan	0.001	-nan	-0	-nan	-0	-nan	0.001	-nan
BTBD19-1	0	0	0.103262	0.0801137	NA	NA	50	NA	NA	NA	NA	NA	50	NA
BTBD2-1	3	2	12.266	13.2886	NA	NA	50	50	NA	NA	NA	NA	46.4905	50
BTBD3-1	0	0	2.77309	3.72984	1.29426	0.452965	1.36719	1.09664	1.20352	0.671684	1.19484	0.671305	1.22749	1.03749
BTBD6-1	92	77	2.64746	2.96899	0.197534	0.0964722	0.19328	0.0889248	0.179517	0.0718137	0.179372	0.0715448	0.177567	0.0887747
BTBD7-1	26	2	8.73372	9.54238	2.18429	1.19542	2.87776	1.21395	2.66591	1.10635	2.62922	1.02652	2.62802	1.20442
BTBD9-1	10	8	7.62866	9.74859	1.12297	0.618254	1.0925	0.65331	1.0431	0.693607	1.08556	0.76006	1.1293	0.60129
BTC-1	4	8	0	3.52473	0.360454	1.39222	0.522642	1.91605	0.443997	1.809	0.439142	1.72115	0.544648	1.89364
BTD-1	9	4	1.56015	0.9594	NA	NA	50	NA	NA	NA	NA	NA	49.4174	NA
BTF3-1	13	7	141.129	112.558	1.91644	0.536609	2.09628	0.803472	1.6972	0.871431	1.69599	0.826959	1.93752	0.771685
BTF3L4-1	4	3	23.7727	36.9137	0.551702	1.32556	0.736338	1.47699	0.953042	1.30232	0.728337	1.32919	0.647765	1.29706
BTG1-1	21	10	51.1151	31.5339	NA	0.249517	4.82512	0.504357	NA	0.369155	NA	0.368762	38.3016	0.505213
BTG2-1	90	6	31.7915	30.4724	NA	NA	NA	50	NA	NA	NA	NA	NA	50
BTG4-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
BTK-1	45	24	0.870912	0.574055	0.386216	0.516951	0.564098	0.659804	0.436564	0.594841	0.39017	0.659541	0.53861	0.672941
BTLA-1	419	304	0.657418	0.303657	0.44184	0.291959	0.471763	0.273369	0.447276	0.280395	0.429926	0.350214	0.458684	0.237881
BTN1A1-1	162	227	0.579562	0.385694	2.0891	1.08075	4.97867	1.31752	4.65582	1.26286	4.25609	1.07853	4.87176	1.14097
BTN3A2-1	0	0	0.00854202	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
BTN3A3-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
BTRC-1	12	6			1.25235	0.649879	1.30254	0.897362	1.27173	0.893972	1.06128	0.767143	1.17167	0.813532
BUB1-1	0	1	0.434757	0.583567	NA	NA	50	50	NA	NA	NA	NA	50	50
BUB1B-1	2	0	0.562766	0.935639	0.743062	NA	0.763354	50	0.637619	NA	0.63772	NA	0.614281	50
BUB3-1	0	2	15.3582	25.4986	0.64357	0.832611	0.721078	0.923306	0.561993	0.998357	0.628663	0.98771	0.696161	0.879341
BUD13-1	7	0			NA	2.02552	23.9987	2.34329	NA	2.74381	NA	3.34769	45.789	2.33143
BUD31-1	10	1	87.5458	95.2144	NA	NA	50	50	NA	NA	NA	NA	47.26	50
BVES-1	67	13			0.301436	1.02228	0.715962	1.16	0.447947	1.07709	0.447846	1.23212	0.70958	1.21486
BYSL-1	9	2	8.63659	8.33601	NA	NA	50	NA	NA	NA	NA	NA	46.3076	NA
BZRAP1-1	302	259			0.8221	0.680138	1.43062	0.794954	1.37411	0.796115	1.41889	0.855087	1.40642	0.766421
BZW1-1	22	7		68.2079	2.53064	NA	2.9678	50	3.19471	NA	3.0768	NA	2.86344	50
BZW2-1	219	90	232.774	222.075	0.704701	0.653072	0.765403	0.701741	0.795157	0.772293	0.706303	0.716289	0.75838	0.698202
C10H15ORF26-1	7	2	0.0372459	0.014263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C10H15ORF40-1	10	7	0		0.748385	0.599381	0.784249	0.663322	0.779422	0.657426	0.81348	0.710795	0.781448	0.601772
C10H15ORF42-1	0	0			1.78245	0.305912	1.75514	0.694848	1.15918	0.438157	1.15958	0.437464	1.75395	0.703802
C10H15ORF44-1	5	4	4.43174	4.74131	1.0902	0.854559	1.1238	0.96936	1.09451	0.91215	0.956369	0.792477	1.03369	0.901168
C10H15ORF58-1	40	57			4.46797	0.505178	50	1.12194	NA	0.74541	NA	0.745247	37.1032	0.89638
C10H15ORF59-1	16	17	2.43051	2.39973	0.369891	0.756963	0.401538	0.782797	0.461111	0.794923	0.440848	0.814842	0.376042	0.808711
C10H15ORF60-1	6570	4908	0	0	NA	NA	0.001	NA	NA	NA	NA	NA	NA	NA
C10H15orf43-1	6	3			NA	0.971337	50	0.982515	NA	0.789044	NA	0.788743	50	1.01902
C10H15orf61-1	0	0			0.265737	0.440021	0.515773	0.445793	0.392553	0.388287	0.39185	0.385773	0.434038	0.381166
C10ORF11-1	1	0	0.120901	0.0391645	NA	3.93621	NA	50	NA	NA	NA	NA	NA	50
C10ORF112-1	7	2	0.00299977	0	0	-nan	0.001	-nan	-0	-nan	-0	-nan	0.001	-nan
C10ORF12-1	0	0		0.502763	0.93183	1.2616	6.05335	2.08788	4.20228	1.96422	4.20269	2.06398	6.3588	2.16939
C10ORF122-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
C10ORF28-1	2	0	0.782507	0.574071	1.46611	2.29062	1.45863	2.72369	1.19811	2.59928	1.19586	2.43434	1.49143	2.73362
C10ORF54-1	10	10	2.89694	2.05334	0.309257	0.797887	0.302008	0.843046	0.256982	0.77297	0.256232	0.770677	0.283969	0.892576
C10ORF57-1	24	25	4.5375	5.23273	1.87243	1.27194	2.19635	2.03558	2.57556	2.04141	2.30566	1.84977	2.00007	1.90361
C10ORF58-1	2	2	12.8894		0.946686	0.28489	1.0599	0.349142	1.02006	0.326738	0.917821	0.334373	0.997639	0.332698
C10ORF6-1	26	33			0.939748	0.850871	0.995377	0.883941	0.994119	0.845099	0.87369	0.839341	0.935393	0.892675
C10ORF65-1	3	0	0.0820375	0.00616573	NA	0	50	0.001	NA	-0	NA	-0	50	0.001
C10ORF96-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
C11H16ORF48-1	0	0	4.08259		1.00728	2.52209	0.951496	2.52543	0.937569	2.46255	0.826272	2.2985	0.94891	2.45836
C11H16ORF57-1	8	4	17.4096	20.7261	1.15283	0.465075	3.05359	0.718915	3.13482	0.603524	2.86841	0.606719	2.84737	0.557736
C11H16ORF7-1	0	0	0.643697	0.454692	0.545223	0.598182	0.472982	0.580908	0.469619	0.566373	0.466612	0.546395	0.468355	0.578522
C11H16ORF70-1	48	49	12.1832	11.0535	0.454564	0.307146	0.490055	0.298263	0.468486	0.383444	0.463665	0.397861	0.450279	0.282454
C11H16ORF80-1	8	8	16.0548	17.163	0.515524	1.92519	0.545934	2.11563	0.410538	1.6462	0.409878	1.6448	0.493855	1.93342
C11H16ORF87-1	0	0	2.16061	1.79886	0.496119	NA	0.525882	50	0.564885	NA	0.485512	NA	0.430066	50
C11H19ORF12-1	2	1			0.472304	0.538736	0.484864	0.569943	0.447944	0.61036	0.420517	0.583764	0.436928	0.534975
C11H19ORF40-1	0	0	0.161989	0.246168	0.118974	NA	0.287701	50	0.174986	NA	0.174553	NA	0.275406	50
C11ORF16-1	0	0	0.0306233	0.038961	0.464805	2.36071	1.0329	2.44649	0.699783	1.79624	0.69968	1.79885	1.25537	2.36658
C11ORF30-1	2	0	1.78855	1.50803	0.576996	0.816274	0.445981	0.80787	0.594843	0.951516	0.584057	0.994708	0.495644	0.751517
C11ORF34-1	8	4	0.12931	0.0228405	0.509087	-nan	0.836076	-nan	0.729481	-nan	0.729722	-nan	0.747248	-nan
C11ORF41-1	1	0	0.0174146	0.014833	0.305597	NA	0.2953	50	0.333148	NA	0.333092	NA	0.269211	44.2024
C11ORF49-1	15071	14679	1.6293	1.88134	1.23898	0.681275	1.2575	0.684709	1.24362	0.592986	1.1149	0.515832	1.24444	0.650836
C11ORF52-1	3	0			1.95701	1.41612	2.25885	1.69284	2.03137	1.7101	2.14648	1.72146	2.35413	1.56451
C11ORF61-1	186	94	1.05292	0.764073	0.76285	1.6105	1.24506	2.35649	0.869274	1.89331	0.869074	1.96545	1.2536	2.2626
C11ORF75-1	1	0	3.3734	4.76023	1.22776	0.846138	1.28523	0.904087	0.899835	0.852958	0.897797	0.892804	1.22475	0.842308
C12H3ORF14-1	0	0	0.402329	1.73122	0.847544	0.568651	0.957851	0.582774	1.00518	0.679069	0.931158	0.693707	0.861944	0.557471
C12H3ORF18-1	2	2	3.45498	3.38537	0.604964	0.375185	0.615416	0.375448	0.563888	0.325203	0.485517	0.325093	0.568513	0.376987
C12H3ORF19-1	0	0	4.65795	4.13521	0.368009	1.48407	0.221498	1.47896	0.28553	1.33313	0.237075	1.36274	0.297705	1.46385
C12H3ORF37-1	1	1		3.11975	NA	NA	50	5.73859	NA	NA	NA	NA	48.1032	41.6586
C12H3ORF67-1	5	11	0.0623415	0.0495037	0.94291	0.696989	0.924492	1.30324	0.635474	0.972127	0.635517	0.963287	0.967521	1.49725
C12H9ORF89-1	1488	792	19.066	19.2961	0.566853	0.575454	0.614024	0.60854	0.635792	0.612229	0.656751	0.570562	0.687522	0.601693
C12ORF10-1	8	2	2.28743	1.82463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C12ORF29-1	442	345	6.10085	6.86432	0.420361	0.487788	0.378926	0.447174	0.394834	0.487711	0.297066	0.356436	0.357263	0.341354
C12ORF32-1	0	0	0.0628768	0.0722249	NA	NA	0.001	50	NA	NA	NA	NA	NA	48.8439
C12ORF34-1	0	0	0.00476986	0	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
C12ORF43-1	270	223	0.871719	0	0.875348	0.592204	1.00417	0.682648	0.976499	0.678853	0.899992	0.77742	1.0268	0.773401
C12ORF45-1	0	0			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C12ORF50-1	2	2	1.95573	2.02785	0.861959	0.73476	0.871018	0.81834	0.631209	1.05988	0.615322	1.22599	0.790666	0.728868
C12ORF57-1	4	2	17.0724	8.36729	0.216033	0.235849	0.252188	0.315983	0.244111	0.322661	0.241924	0.323998	0.269547	0.31926
C13H5ORF15-1	22	14			1.02244	0.741351	1.0811	0.773079	0.859594	0.842559	0.859599	0.834017	1.11595	0.777918
C13H5ORF24-1	18	9	10.3752	10.9656	0.773086	1.93736	1.24918	4.23589	1.10387	3.80951	1.23468	4.03173	1.30653	4.02705
C13H5ORF4-1	10144	10520	9.31226	11.8381	0.57447	0.744515	0.594223	0.903229	0.647499	0.843963	0.63211	0.850733	0.612223	0.909687
C13H5ORF41-1	2	4	1.12736	0.996178	0.281203	0.634091	0.192213	0.581192	0.26891	0.540254	0.274773	0.500639	0.199007	0.558293
C13H5ORF45-1	4	8			1.46626	0.365859	3.18575	0.79502	2.16783	0.54068	2.16568	0.539461	3.21674	0.808599
C13H5orf47-1	0	0	1.94107	0.472557	NA	NA	50	NA	NA	NA	NA	NA	50	NA
C14H16ORF42-1	13	6	9.20796	5.9663	0.476796	NA	1.11484	50	0.704806	NA	0.704716	NA	1.33588	50
C14H16ORF52-1	1	0	1.61137	1.24769	0.760373	0.598911	1.24513	0.665828	1.08332	0.661365	1.25903	0.658394	1.13499	0.703575
C14H16ORF62-1	77	60	7.25915	5.41137	1.8239	0.938648	1.943	1.02259	2.1153	1.44726	2.10106	1.3235	1.92342	0.956598
C14H16ORF73-1	47	85	0.0403414	0.102018	NA	0.241494	10.5386	0.220522	NA	0.164909	NA	0.163599	43.1363	0.197555
C14H16ORF88-1	38	12	6.35503	7.01762	1.06211	0.146835	1.33795	0.346175	1.22311	0.217586	1.0704	0.217224	1.2052	0.319083
C14H16ORF89-1	23	41	0.00530562	0.0060961	NA	NA	50	50	NA	NA	NA	NA	50	41.6339
C14H16orf11-1	0	0	0.0228967	0.063736	0.843924	0.705338	1.59313	0.728193	1.20622	0.66334	1.20631	0.658021	1.52675	0.70797
C14H17ORF103-1	3	0	8.26867	5.51364	1.90734	1.50399	2.22126	1.89101	1.66986	1.66439	1.66986	1.65385	1.97236	1.73369
C14H7ORF62-1	0	0	0.0238398	0	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA
C14H8ORF33-1	0	12			1.74858	0.841176	1.69937	1.11875	1.65026	0.94117	1.86671	0.953862	1.7335	1.11162
C14ORF1-1	0	0	11.6525	9.24194	0	NA	0.001	50	-0	NA	-0	NA	0.001	49.6431
C14ORF126-1	85	70	10.4201	9.44461	0.914253	1.84729	0.883659	1.84379	0.825656	1.63046	0.831528	1.6397	0.907246	1.87872
C14ORF149-1	3	0	2.82059	3.14745	0.284215	0.332664	0.454056	0.714863	0.362036	0.553441	0.360536	0.552829	0.398146	0.694759
C14ORF166B-1	12	8	0.0416789	0.0621073	0.942634	2.23804	1.04791	50	0.712193	NA	0.711289	NA	0.98919	50
C14ORF39-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
C14ORF4-1	31	16	6.38681	5.49745	0.587965	NA	0.618059	50	0.831627	NA	0.831626	NA	0.645677	50
C14ORF80-1	0	1	0.433241	0.418704	1.06561	0.718516	1.12043	0.789946	1.03164	0.703141	1.08755	0.612046	1.18887	0.772734
C15H12ORF49-1	6	6	22.6059	28.8925	0.852808	1.3387	1.14462	1.98214	0.955581	1.7301	1.0282	1.76968	1.15567	1.938
C15H12ORF65-1	16	6	36.7552	39.6956	NA	NA	NA	50	NA	NA	NA	NA	NA	50
C15H12orf51-1	127	55	1.64019	1.19176	0.997863	0.835422	1.13416	0.889477	0.936669	0.877138	0.964142	0.89132	1.02968	0.888169
C15H12orf52-1	2	0	0.6037	0.462441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C15H22ORF13-1	47	53	11.5222	12.4403	2.20653	2.5741	2.89736	2.62978	2.73855	2.64683	2.52176	2.36776	2.7574	2.36008
C15H22ORF25-1	2	2	6.06183	5.05391	2.1568	2.99686	2.28819	3.10116	2.19423	2.9861	1.78517	2.28791	1.99589	2.5834
C15H22orf39-1	0	0		0.51478	NA	0	50	0.001	NA	-0	NA	-0	50	0.001
C15ORF23-1	0	0	1.36725	1.54202	NA	0.0980941	NA	0.0905543	NA	0.09075	NA	0.0784924	NA	0.0827659
C15ORF27-1	425	392	0	0	0.896469	0.646552	1.02395	0.60226	0.873324	0.55718	0.920559	0.508272	0.990661	0.594477
C16ORF33-1	1351	617	7.45989	7.14147	0.431508	0.662388	0.407074	0.751083	0.438323	0.747986	0.434842	0.741428	0.394207	0.748311
C16ORF45-1	23	19	25.3179	34.6476	0.461697	0.898331	0.4521	0.938092	0.542108	0.96623	0.476618	0.963134	0.406875	0.855131
C16ORF5-1	17	13	26.379	21.7286	0.64551	0.619421	0.71148	0.622171	0.416315	0.542212	0.416246	0.467654	0.707468	0.483752
C16ORF59-1	0	0	1.1366	1.08815	1.20914	0.78997	1.41112	1.12079	1.1865	1.03399	1.30004	1.02116	1.45419	1.13949
C16ORF61-1	0	0	8.38413	8.92473	1.38407	0.521865	2.00946	0.519367	2.31029	0.784382	1.79819	0.611382	1.61436	0.470237
C17H9ORF114-1	1	0			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C17H9ORF16-1	443	374	6.65049	6.34279	0.562864	0.802237	0.891485	0.874474	0.868849	0.771796	0.774972	0.770708	0.878279	0.940002
C17H9ORF171-1	0	1	0.0152536	0.0525586	NA	NA	50	50	NA	NA	NA	NA	48.9968	45.7773
C17H9ORF172-1	1	2	0.0135357	0.00622363	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
C17H9ORF174-1	9	4	99.6883	46.6607	2.46393	1.40354	3.00934	2.85654	2.84692	2.72182	2.95968	2.86928	3.00304	2.86773
C17H9ORF7-1	1	1	0.148369	0.0744969	0.844061	0.528229	1.74054	1.0852	1.27129	0.777321	1.26865	0.771161	1.66396	1.04658
C17H9ORF78-1	94	30	24.1989	27.8056	1.18839	0.528958	1.30308	0.525157	1.19957	0.443929	1.17768	0.372866	1.3052	0.513964
C17H9ORF91-1	0	0	0.382762	0.173901	1.23623	0.262315	1.49375	0.554508	0.926889	0.382782	0.927058	0.382398	1.16585	0.518857
C17H9ORF96-1	272	226	0.730162	0	5.64121	1.21422	5.59391	1.2225	3.48883	0.868239	3.48644	0.852892	5.94267	1.06219
C17H9orf114-1	14	10			0.747559	0.343048	1.29718	0.371882	1.17163	0.390452	1.17053	0.390111	1.36997	0.3715
C17H9orf169-1	0	0	0.432559	0.359653	0.313424	0.287725	1.09264	0.524097	0.938061	0.432135	0.937951	0.429413	1.09328	0.524573
C17H9orf69-1	0	0			0.244189	0.807991	0.478682	0.854491	0.389578	0.85258	0.389355	0.766497	0.45396	0.799379
C17ORF28-1	5	0	3.95883	3.65871	3.75182	2.2728	4.63937	2.67823	5.37138	3.14335	4.42488	2.88476	3.79279	2.47948
C17ORF39-1	0	1	7.82512	7.4297	NA	NA	50	50	NA	NA	NA	NA	50	49.9282
C17ORF48-1	71	81			NA	NA	50	50	NA	NA	NA	NA	50	50
C17ORF56-1	0	0	1.00651	0.669881	0.443751	1.70227	0.593929	2.87891	0.586656	2.87246	0.580606	3.15578	0.579143	3.0665
